Problem,Package,File,Priority,Line,Description,Rule set,Rule
5,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\MetadataIndexTemplateService.java,3,303,"The method 'addComponentTemplate(ProjectMetadata, boolean, String, ComponentTemplate)' has a cyclomatic complexity of 21.",Design,CyclomaticComplexity
6,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\MetadataIndexTemplateService.java,3,503,"The method 'innerRemoveComponentTemplate(ProjectMetadata, String[])' has a cyclomatic complexity of 13.",Design,CyclomaticComplexity
7,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\MetadataIndexTemplateService.java,3,619,"The method 'validateV2TemplateRequest(Map<String, ComponentTemplate>, String, ComposableIndexTemplate)' has a cyclomatic complexity of 15.",Design,CyclomaticComplexity
8,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\MetadataIndexTemplateService.java,3,679,"The method 'addIndexTemplateV2(ProjectMetadata, boolean, String, ComposableIndexTemplate, boolean)' has a cyclomatic complexity of 10.",Design,CyclomaticComplexity
9,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\MetadataIndexTemplateService.java,3,1177,"The method 'innerRemoveIndexTemplateV2(ProjectMetadata, String[])' has a cyclomatic complexity of 16.",Design,CyclomaticComplexity
10,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\MetadataIndexTemplateService.java,3,1322,"The method 'innerPutTemplate(ProjectMetadata, PutRequest, Builder)' has a cyclomatic complexity of 13.",Design,CyclomaticComplexity
11,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\MetadataIndexTemplateService.java,3,1453,"The method 'findV1Templates(ProjectMetadata, String, Boolean)' has a cyclomatic complexity of 13.",Design,CyclomaticComplexity
12,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\MetadataIndexTemplateService.java,3,2126,"The method 'validate(String, Settings, Settings, List<String>, List<Alias>)' has a cyclomatic complexity of 25.",Design,CyclomaticComplexity
1,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\MetadataMappingService.java,3,10,A value of 27 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\MetadataMappingService.java,3,171,"The method 'applyRequest(ClusterState, PutMappingClusterStateUpdateRequest, Map<Index, MapperService>)' has a cyclomatic complexity of 10.",Design,CyclomaticComplexity
1,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\MetadataMigrateToDataStreamService.java,3,10,A value of 31 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\MetadataMigrateToDataStreamService.java,3,188,"The method 'validateRequest(ProjectMetadata, MigrateToDataStreamClusterStateUpdateRequest)' has a cyclomatic complexity of 10.",Design,CyclomaticComplexity
1,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\MetadataUpdateSettingsService.java,3,10,A value of 38 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\MetadataUpdateSettingsService.java,3,156,The method 'execute(ClusterState)' has a cyclomatic complexity of 36.,Design,CyclomaticComplexity
3,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\MetadataUpdateSettingsService.java,3,486,"The method 'maybeUpdateClusterBlock(ProjectId, String[], Builder, ClusterBlock, Setting<Boolean>, Settings, Builder, Function<String, Boolean>)' has a cyclomatic complexity of 10.",Design,CyclomaticComplexity
1,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\NodesShutdownMetadata.java,3,10,A value of 21 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\NodesShutdownMetadata.java,3,43,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\ProjectId.java,3,25,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\ProjectMetadata.java,3,10,A value of 105 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\ProjectMetadata.java,3,85,"Possible God Class (WMC=188, ATFD=257, TCC=9.298%)",Design,GodClass
3,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\ProjectMetadata.java,3,85,The class 'ProjectMetadata' has a total cyclomatic complexity of 188 (highest 12).,Design,CyclomaticComplexity
4,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\ProjectMetadata.java,3,85,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
5,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\ProjectMetadata.java,3,329,The method 'withAddedIndex(IndexMetadata)' has a cyclomatic complexity of 11.,Design,CyclomaticComplexity
6,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\ProjectMetadata.java,3,725,"The method 'filterFields(String, Map<String, Object>, Predicate<String>)' has a cyclomatic complexity of 10.",Design,CyclomaticComplexity
7,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\ProjectMetadata.java,3,1037,"The method 'findAliasInfo(String[], String[], Function<String, List<T>>, BiConsumer<String, List<T>>)' has a cyclomatic complexity of 12.",Design,CyclomaticComplexity
8,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\ProjectMetadata.java,3,1176,"Possible God Class (WMC=186, ATFD=120, TCC=16.940%)",Design,GodClass
9,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\ProjectMetadata.java,3,1176,The class 'Builder' has a total cyclomatic complexity of 186 (highest 17).,Design,CyclomaticComplexity
10,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\ProjectMetadata.java,3,1176,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
11,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\ProjectMetadata.java,3,1635,The method 'build(boolean)' has a cyclomatic complexity of 17.,Design,CyclomaticComplexity
12,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\ProjectMetadata.java,3,1785,"The method 'ensureNoNameCollisions(Set<String>, ImmutableOpenMap<String, IndexMetadata>, DataStreamMetadata, ViewMetadata, DatasetMetadata)' has a cyclomatic complexity of 17.",Design,CyclomaticComplexity
13,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\ProjectMetadata.java,3,2132,"The method 'validateAlias(String, List<IndexMetadata>)' has a cyclomatic complexity of 10.",Design,CyclomaticComplexity
14,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\ProjectMetadata.java,3,2218,The method 'fromXContent(XContentParser)' has a cyclomatic complexity of 16.,Design,CyclomaticComplexity
1,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\RepositoriesMetadata.java,3,39,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
2,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\RepositoriesMetadata.java,3,201,The method 'fromXContent(XContentParser)' has a cyclomatic complexity of 27.,Design,CyclomaticComplexity
1,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\RepositoryMetadata.java,3,24,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\ResettableValue.java,3,32,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\ShutdownShardSnapshotsStatus.java,3,26,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\SingleNodeShutdownMetadata.java,3,118,"The constructor 'SingleNodeShutdownMetadata(String, String, Type, String, long, boolean, TimeValue, String, TimeValue)' has a cyclomatic complexity of 15.",Design,CyclomaticComplexity
1,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\StreamsMetadata.java,3,33,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\SystemIndexMetadataUpgradeService.java,3,10,A value of 31 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\SystemIndexMetadataUpgradeService.java,3,81,The method 'doRun()' has a cyclomatic complexity of 10.,Design,CyclomaticComplexity
1,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\Template.java,3,10,A value of 22 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\Template.java,3,43,"Possible God Class (WMC=49, ATFD=13, TCC=20.261%)",Design,GodClass
3,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\Template.java,3,43,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.cluster.metadata,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\metadata\TemplateUpgradeService.java,3,10,A value of 22 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
1,org.elasticsearch.cluster.node,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\node\DiscoveryNode.java,3,43,"Possible God Class (WMC=63, ATFD=9, TCC=10.359%)",Design,GodClass
2,org.elasticsearch.cluster.node,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\node\DiscoveryNode.java,3,43,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.cluster.node,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\node\DiscoveryNodeFilters.java,3,24,"Possible God Class (WMC=75, ATFD=27, TCC=29.091%)",Design,GodClass
2,org.elasticsearch.cluster.node,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\node\DiscoveryNodeFilters.java,3,109,The method 'match(DiscoveryNode)' has a cyclomatic complexity of 43.,Design,CyclomaticComplexity
1,org.elasticsearch.cluster.node,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\node\DiscoveryNodeRole.java,3,28,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.cluster.node,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\node\DiscoveryNodes.java,3,10,A value of 26 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.elasticsearch.cluster.node,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\node\DiscoveryNodes.java,3,49,"Possible God Class (WMC=101, ATFD=61, TCC=19.934%)",Design,GodClass
3,org.elasticsearch.cluster.node,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\node\DiscoveryNodes.java,3,49,The class 'DiscoveryNodes' has a total cyclomatic complexity of 101 (highest 32).,Design,CyclomaticComplexity
4,org.elasticsearch.cluster.node,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\node\DiscoveryNodes.java,3,49,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
5,org.elasticsearch.cluster.node,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\node\DiscoveryNodes.java,3,434,The method 'resolveNodes(String[])' has a cyclomatic complexity of 32.,Design,CyclomaticComplexity
6,org.elasticsearch.cluster.node,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\node\DiscoveryNodes.java,3,722,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.cluster.project,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\project\ProjectStateRegistry.java,3,10,A value of 30 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.elasticsearch.cluster.project,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\project\ProjectStateRegistry.java,3,48,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\AllocationId.java,3,35,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\GlobalRoutingTable.java,3,10,A value of 29 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\GlobalRoutingTable.java,3,40,"Possible God Class (WMC=53, ATFD=23, TCC=26.087%)",Design,GodClass
3,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\GlobalRoutingTable.java,3,40,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\IndexRouting.java,3,10,A value of 21 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\IndexRouting.java,3,55,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
3,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\IndexRouting.java,3,227,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
4,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\IndexRouting.java,3,385,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\IndexRoutingTable.java,3,10,A value of 30 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\IndexRoutingTable.java,3,54,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
3,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\IndexRoutingTable.java,3,96,The method 'validate(ProjectMetadata)' has a cyclomatic complexity of 27.,Design,CyclomaticComplexity
4,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\IndexRoutingTable.java,3,374,"Possible God Class (WMC=55, ATFD=24, TCC=20.588%)",Design,GodClass
5,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\IndexRoutingTable.java,3,374,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\IndexShardRoutingTable.java,3,10,A value of 25 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\IndexShardRoutingTable.java,3,47,"Possible God Class (WMC=96, ATFD=42, TCC=18.018%)",Design,GodClass
3,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\IndexShardRoutingTable.java,3,47,The class 'IndexShardRoutingTable' has a total cyclomatic complexity of 96 (highest 13).,Design,CyclomaticComplexity
4,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\IndexShardRoutingTable.java,3,47,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
5,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\IndexShardRoutingTable.java,3,67,"The constructor 'IndexShardRoutingTable(ShardId, List<ShardRouting>)' has a cyclomatic complexity of 13.",Design,CyclomaticComplexity
6,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\IndexShardRoutingTable.java,3,587,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\OperationRouting.java,3,10,A value of 25 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\OperationRouting.java,3,37,"Possible God Class (WMC=56, ATFD=14, TCC=0.735%)",Design,GodClass
3,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\OperationRouting.java,3,37,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
4,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\OperationRouting.java,3,242,"The method 'preferenceActiveShardIterator(IndexShardRoutingTable, String, DiscoveryNodes, String, ResponseCollectorService, Map<String, Long>)' has a cyclomatic complexity of 17.",Design,CyclomaticComplexity
1,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\RoutingExtractor.java,3,36,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\RoutingNode.java,3,35,"Possible God Class (WMC=68, ATFD=9, TCC=30.040%)",Design,GodClass
2,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\RoutingNode.java,3,35,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\RoutingNodes.java,3,10,A value of 44 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\RoutingNodes.java,3,68,"Possible God Class (WMC=202, ATFD=60, TCC=12.103%)",Design,GodClass
3,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\RoutingNodes.java,3,68,The class 'RoutingNodes' has a total cyclomatic complexity of 202 (highest 26).,Design,CyclomaticComplexity
4,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\RoutingNodes.java,3,68,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
5,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\RoutingNodes.java,3,119,"The constructor 'RoutingNodes(GlobalRoutingTable, DiscoveryNodes, boolean)' has a cyclomatic complexity of 12.",Design,CyclomaticComplexity
6,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\RoutingNodes.java,3,224,"The method 'updateRecoveryCounts(ShardRouting, boolean, ShardRouting)' has a cyclomatic complexity of 12.",Design,CyclomaticComplexity
7,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\RoutingNodes.java,3,617,"The method 'failShard(ShardRouting, UnassignedInfo, RoutingChangesObserver)' has a cyclomatic complexity of 13.",Design,CyclomaticComplexity
8,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\RoutingNodes.java,3,957,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
9,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\RoutingNodes.java,3,1233,The method 'assertShardStats(RoutingNodes)' has a cyclomatic complexity of 26.,Design,CyclomaticComplexity
10,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\RoutingNodes.java,3,1379,The method 'resetFailedCounter(RoutingAllocation)' has a cyclomatic complexity of 17.,Design,CyclomaticComplexity
1,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\RoutingTable.java,3,10,A value of 30 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\RoutingTable.java,3,49,"Possible God Class (WMC=76, ATFD=38, TCC=3.743%)",Design,GodClass
3,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\RoutingTable.java,3,49,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
4,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\RoutingTable.java,3,413,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
5,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\RoutingTable.java,3,460,"The method 'updateNumberOfReplicas(int, String[])' has a cyclomatic complexity of 10.",Design,CyclomaticComplexity
1,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\ShardRouting.java,3,37,The class 'ShardRouting' has a total cyclomatic complexity of 105 (highest 10).,Design,CyclomaticComplexity
2,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\ShardRouting.java,3,37,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
3,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\ShardRouting.java,3,71,Avoid long parameter lists.,Design,ExcessiveParameterList
4,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\ShardRouting.java,3,334,"The constructor 'ShardRouting(ShardId, StreamInput)' has a cyclomatic complexity of 10.",Design,CyclomaticComplexity
5,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\ShardRouting.java,3,817,The method 'hashCode()' has a cyclomatic complexity of 10.,Design,CyclomaticComplexity
1,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\SplitShardCountSummary.java,3,92,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\TsidBuilder.java,3,35,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\UnassignedInfo.java,3,492,The method 'equals(Object)' has a cyclomatic complexity of 12.,Design,CyclomaticComplexity
1,org.elasticsearch.cluster.routing,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\XContentParserTsidFunnel.java,3,71,"The method 'extractItem(TsidBuilder, String, XContentParser)' has a cyclomatic complexity of 14.",Design,CyclomaticComplexity
1,org.elasticsearch.cluster.routing.allocation,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\allocation\AllocateUnassignedDecision.java,3,35,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
2,org.elasticsearch.cluster.routing.allocation,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\allocation\AllocateUnassignedDecision.java,3,266,The method 'getExplanation()' has a cyclomatic complexity of 13.,Design,CyclomaticComplexity
1,org.elasticsearch.cluster.routing.allocation,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\allocation\AllocationDecision.java,3,102,The method 'readFrom(StreamInput)' has a cyclomatic complexity of 21.,Design,CyclomaticComplexity
1,org.elasticsearch.cluster.routing.allocation,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\allocation\AllocationService.java,3,10,A value of 65 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.elasticsearch.cluster.routing.allocation,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\allocation\AllocationService.java,3,86,"Possible God Class (WMC=107, ATFD=53, TCC=10.210%)",Design,GodClass
3,org.elasticsearch.cluster.routing.allocation,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\allocation\AllocationService.java,3,86,The class 'AllocationService' has a total cyclomatic complexity of 107 (highest 14).,Design,CyclomaticComplexity
4,org.elasticsearch.cluster.routing.allocation,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\allocation\AllocationService.java,3,86,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
5,org.elasticsearch.cluster.routing.allocation,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\allocation\AllocationService.java,3,203,"The method 'applyFailedShards(ClusterState, List<FailedShard>, List<StaleShard>)' has a cyclomatic complexity of 10.",Design,CyclomaticComplexity
6,org.elasticsearch.cluster.routing.allocation,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\allocation\AllocationService.java,3,652,The method 'shouldResetAllocationFailures(ClusterChangedEvent)' has a cyclomatic complexity of 14.,Design,CyclomaticComplexity
1,org.elasticsearch.cluster.routing.allocation,dataset\projects\elasticsearch\server\src\main\java\org\elasticsearch\cluster\routing\allocation\DiskThresholdMonitor.java,3,10,A value of 33 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
